ID;num_critic_for_reviews;color;duration;gross;genres;genres;genres;genres;genres;genres;genres;genres;budget;title_year;imdb_score;aspect_ratio;movie_facebook_likes
2313;116;Color;116;6002756;Biography;Drama;Sport;;;;;;20000000;2012;7.2;1.85;13000
2314;148;Color;94;5132655;Horror;Sci-Fi;;;;;;;20000000;2005;2.3;2.35;1000
2315;79;Color;111;5205343;Comedy;Drama;Family;Music;Romance;;;;20000000;2009;6.4;2.35;1000
2316;167;Color;100;5005883;Drama;Mystery;Romance;Thriller;;;;;20000000;2004;6.1;1.85;0
2317;350;Color;125;5749134;Action;Crime;Drama;Thriller;;;;;20000000;2014;7.0;2.35;0
2318;25;Color;114;;Drama;History;Romance;War;;;;;20000000;2008;6.5;2.35;971
2319;99;Color;119;4234040;Biography;Drama;;;;;;;20000000;2008;7.0;2.35;0
2320;231; Black and White;135;4001121;Biography;Drama;Music;;;;;;20000000;2007;7.0;2.35;0
2321;119;Color;93;3749061;Action;Thriller;;;;;;;20000000;2012;4.9;2.35;0
2322;182;Color;114;3519627;Adventure;Comedy;Drama;Romance;;;;;20000000;2008;6.9;2.35;0
2323;245;Color;124;3081925;Comedy;Drama;Romance;;;;;;21000000;2008;7.5;2.35;13000
2324;174;Color;134;2298191;Adventure;Animation;Fantasy;;;;;;2400000000;1997;8.4;1.85;11000
2325;69; Black and White;114;2353728;Comedy;Drama;Mystery;Romance;Thriller;War;;;20000000;2003;6.9;2.35;235
2326;26;Color;124;2000000;Biography;Comedy;Musical;;;;;;20000000;1980;4.5;2.35;1000
2327;168;Color;104;1900725;Crime;Drama;Western;;;;;;2000000;2005;7.4;2.35;0
2328;27;Color;118;2246000;Biography;Drama;Sport;;;;;;20000000;2015;7.0;2.35;0
2329;28;Color;80;1646664;Comedy;Music;;;;;;;20000000;2003;2.8;1.85;241
2330;146;Color;107;1190018;Action;Drama;Sci-Fi;Thriller;;;;;20000000;2002;7.5;2.35;20000
2331;67;Color;125;1027749;Drama;War;;;;;;;40000000;2008;7.1;2.35;1000
2332;93;Color;115;882710;Crime;Drama;Romance;Thriller;;;;;24000000;2000;6.4;2.35;401
2333;28;Color;88;1064277;Adventure;Family;Fantasy;Musical;;;;;20000000;2012;6.7;;831
2334;131;Color;122;531009;Drama;Romance;;;;;;;10000000;2015;5.3;2.35;0
2335;105;Color;103;410388;Action;Adventure;Animation;Family;Sci-Fi;Thriller;;;2127519898;2004;6.9;1.85;973
2336;21;Color;101;375474;Drama;History;Sport;;;;;;20000000;2005;6.2;2.35;445
2337;140;Color;101;578382;Crime;Drama;Mystery;Romance;Thriller;;;;;2010;6.3;1.85;0
2338;9;Color;107;305070;Action;Adventure;Drama;History;Romance;;;;20000000;1994;6.4;2.35;399
2339;83;Color;86;206678;Comedy;Family;Sci-Fi;;;;;;;2008;6.5;2.35;1000
2340;8;Color;118;146072;Comedy;Family;Fantasy;Sci-Fi;;;;;140000000;1998;6.0;2.35;136
2341;138;Color;107;1183354;Action;Comedy;Crime;Fantasy;Horror;Mystery;Sci-Fi;Thriller;20000000;2010;5.1;2.35;0
2342;42;Color;100;121972;Crime;Drama;Mystery;;;;;;22000000;2002;5.5;1.85;217
2343;;Color;30;;Drama;Family;;;;;;;;;7.2;;0
2344;92;Color;110;263365;Comedy;Drama;Fantasy;Romance;;;;;20000000;2010;5.4;2.35;0
2345;140;Color;106;54734;Crime;Drama;Mystery;Thriller;;;;;;2015;5.7;2.35;0
2346;;Color;7;;Romance;Short;;;;;;;13000;2007;5.2;1.85;30
2347;29;Color;102;;Action;Drama;History;War;;;;;25000000;2008;6.2;2.35;314
2348;29;Color;98;;Crime;Drama;Thriller;;;;;;20000000;2007;6.7;2.35;0
2349;39;Color;83;;Adventure;Animation;Comedy;Family;;;;;20000000;2012;5.8;1.78;1000
2350;2;Color;153;;Biography;Drama;History;;;;;;;2014;7.0;2.35;58
2351;2;Color;98;;Animation;;;;;;;;20000000;2014;4.8;;70
2352;;Color;105;;Action;Biography;Drama;Sport;;;;;20000000;2016;7.2;;0
2353;64;Color;96;;Action;Crime;Thriller;;;;;;20000000;2015;5.6;2.35;0
2354;120;Color;105;;Crime;Drama;Mystery;Thriller;;;;;27220000;2013;6.4;2.35;11000
2355;143;Color;125;8047690;Drama;Romance;;;;;;;19400000;2006;7.5;2.35;0
2356;160;Color;184;476270;Action;Biography;Crime;Drama;;;;;20000000;2008;7.4;1.85;0
2357;92;Color;236;184208848;Adventure;Drama;Western;;;;;;22000000;1990;8.0;2.35;0
2358;286;Color;97;100292856;Comedy;;;;;;;;20000000;2011;5.7;1.85;16000
2359;43;Color;113;58571513;Crime;Drama;Mystery;Thriller;;;;;19000000;1989;6.8;1.85;0
2360;69;Color;95;51431160;Comedy;Family;Romance;;;;;;20000000;2004;5.9;1.85;0
2361;242;Color;103;103001286;Horror;Mystery;;;;;;;15000000;1996;7.2;2.35;11000
2362;149;Color;91;41867960;Horror;;;;;;;;20000000;2001;5.5;1.33;0
2363;253;Color;146;;Drama;Horror;;;;;;;19000000;1980;8.4;1.37;37000
2364;198;Color;116;210609762;Adventure;Comedy;Sci-Fi;;;;;;19000000;1985;8.5;1.18;39000
2365;147;Color;93;40846082;Horror;Mystery;Thriller;;;;;;19000000;1999;5.6;1.37;0
2366;36;Color;113;51697449;Comedy;Drama;;;;;;;13000000;2009;4.1;1.85;1000
2367;6;Color;90;;Action;Drama;;;;;;;27000000;2016;5.0;;1000
2368;181;Color;101;27758465;Comedy;Drama;Romance;;;;;;19000000;2010;6.1;2.35;0
2369;97;Color;95;56127162;Comedy;Romance;;;;;;;18000000;2003;5.4;1.85;0
2370;167;Color;109;1357042;Biography;Drama;Thriller;;;;;;15000000;2011;7.1;2.35;14000
2371;;Color;43;;Comedy;Drama;Reality-TV;Romance;;;;;;;6.6;1.33;0
2372;47;Color;85;15911333;Adventure;Comedy;Drama;Family;Fantasy;;;;19000000;2000;3.6;1.85;663
2373;308;Color;101;39103378;Horror;Thriller;;;;;;;20000000;2010;6.5;2.35;0
2374;246;Color;125;10049886;Adventure;Animation;Family;Fantasy;;;;;19000000;2001;8.6;1.85;28000
2375;23;Color;118;;Action;Crime;Thriller;;;;;;;2013;6.2;2.35;332
2376;29;Color;132;8600000;Action;Adventure;Drama;History;Romance;;;;25000000;1984;7.0;2.35;1000
2377;252;Color;131;21483154;Drama;War;;;;;;;19000000;2013;7.6;2.35;53000
2378;102;Color;129;8396942;Adventure;Comedy;Romance;;;;;;19000000;2008;6.5;1.85;0
2379;134;Color;100;12561;Comedy;Romance;;;;;;;19000000;2010;6.4;2.35;13000
2380;30;Color;172;;Drama;History;War;;;;;;19000000;1964;6.7;2.2;560
2381;136;Color;97;6923891;Comedy;Drama;Romance;;;;;;23000000;2011;6.3;2.35;0
2382;102;Color;121;5308553;Drama;;;;;;;;;2012;6.4;2.35;0
2383;10;Color;92;2119994;Family;Fantasy;Music;;;;;;19000000;1993;5.7;1.85;238
2384;31;Color;116;1292527;Crime;Drama;Music;Thriller;;;;;19000000;1996;6.3;1.85;228
2385;63;Color;110;560512;Drama;;;;;;;;;2016;7.8;2.0;599
2386;220;Color;90;64255243;Drama;Horror;Mystery;Thriller;;;;;19000000;2005;6.0;2.35;0
2387;241;Color;81;22245861;Comedy;Drama;;;;;;;19000000;2002;7.7;1.85;0
2388;252; Black and White;97;20433940;Horror;;;;;;;;15000000;2005;6.2;2.35;0
2389;23;Color;107;;Action;;;;;;;;;2013;5.7;1.85;124
2390;156;Color;118;10562387;Adventure;Comedy;Drama;;;;;;18500000;1998;7.7;2.35;15000
2391;192;Color;100;18439082;Comedy;Fantasy;Romance;;;;;;18500000;2009;6.4;1.85;13000
2392;351;Color;97;150056505;Comedy;;;;;;;;18000000;2014;6.4;2.35;21000
2393;57;Color;114;119938730;Action;Comedy;Crime;Fantasy;;;;;18000000;1994;6.9;1.85;0
2394;99;Color;130;114968774;Comedy;Drama;Family;Fantasy;Romance;;;;18000000;1988;7.3;1.85;0
2395;343;Color;82;128505958;Comedy;;;;;;;;18000000;2006;7.3;1.85;0
2396;163;Color;96;95001351;Comedy;Romance;;;;;;;18000000;2001;6.2;2.35;0
2397;110;Color;105;76400000;Action;Adventure;Sci-Fi;;;;;;17000000;1984;6.6;2.35;0
2398;233;Color;122;75072454;Drama;Horror;Thriller;;;;;;20000000;2005;6.7;2.35;0
2399;91;Color;88;65535067;Comedy;Romance;;;;;;;17000000;1999;5.7;1.85;0
2400;169;Color;110;13998282;Action;Drama;Fantasy;Mystery;Thriller;;;;16000000;2014;3.1;2.35;31000
2401;142;Color;103;6061759;Comedy;Drama;Romance;;;;;;17000000;2005;6.3;1.85;0
2402;50; Black and White;106;64955956;Comedy;Drama;;;;;;;18000000;2004;5.7;1.85;265
2403;195;Color;98;60057639;Comedy;Crime;Drama;;;;;;18000000;2003;7.1;1.85;10000
2404;129;Color;68;53868030;Comedy;Crime;;;;;;;17000000;1997;7.0;2.35;0
2405;156;Color;94;59573085;Comedy;Family;Romance;;;;;;18000000;2016;6.1;2.35;19000
2406;103;Color;99;52691009;Comedy;Family;;;;;;;21000000;2011;6.6;2.35;0
2407;217;Color;107;59735548;Action;Horror;Sci-Fi;;;;;;15000000;1987;7.8;1.85;13000
2408;134;Color;180;51600000;Biography;Drama;History;Music;;;;;18000000;1984;8.3;2.35;16000
2409;146;Color;89;43818159;Horror;Mystery;;;;;;;20000000;2008;3.9;2.35;1000
2410;159;Color;97;86049418;Comedy;;;;;;;;17000000;2004;7.0;1.85;0
2411;111;Color;113;43601508;Comedy;Drama;Romance;;;;;;18000000;2003;6.7;1.85;0
2412;187;Color;131;41300105;Drama;Mystery;;;;;;;19800000;2001;7.3;2.35;0
2413;20;Color;44;;Comedy;Drama;Romance;;;;;;;;7.5;1.78;0
2414;44;Color;103;41382841;Comedy;Drama;Fantasy;Romance;;;;;18000000;1986;6.3;1.85;0
2415;588;Color;119;42335698;Comedy;Drama;Romance;;;;;;18000000;2014;7.8;1.85;114000
2416;415;Color;98;33404871;Drama;;;;;;;;18000000;2013;7.3;2.35;36000
2417;279;Color;111;31471430;Drama;History;Thriller;;;;;;15000000;2006;7.6;2.35;0
2418;97;Color;94;30222640;Drama;Music;Romance;;;;;;25000000;2003;5.3;1.85;0
2419;60;Color;122;26830000;Drama;History;War;;;;;;18000000;1989;7.9;1.85;0
2420;27;Color;81;26906039;Action;Comedy;;;;;;;18000000;1996;5.3;1.85;588
2421;212;Color;89;21378000;Fantasy;Horror;;;;;;;1000000;1980;6.8;2.35;7000
2422;110;Color;106;43853424;Biography;Drama;Family;Sport;;;;;18000000;2011;7.1;2.35;15000
2423;45;Color;122;;Comedy;Drama;War;;;;;;18000000;1970;7.2;2.35;0
2424;190;Color;86;23993605;Comedy;Crime;Drama;;;;;;18000000;2009;5.8;2.35;0
2425;77;Color;103;26400000;Action;Adventure;Fantasy;;;;;;18000000;1984;5.8;2.35;2000
2426;151; Black and White;121;45250;Biography;Drama;Sport;;;;;;18000000;1980;8.3;1.85;0
2427;111;Color;109;22927390;Drama;Romance;;;;;;;18000000;2009;5.6;1.85;0
2428;64;Color;109;4250320;Adventure;Fantasy;Mystery;Thriller;;;;;18000000;1985;6.8;1.85;0
2429;134;Color;123;22452209;Comedy;Drama;Musical;Romance;;;;;18000000;2009;5.0;2.35;0
2430;450;Color;94;18329466;Adventure;Biography;Drama;Thriller;;;;;18000000;2010;7.6;1.85;63000
2431;128;Color;94;17071230;Comedy;Crime;;;;;;;18000000;2000;6.7;1.85;812
2432;68;Color;115;17174870;Drama;Music;Romance;;;;;;18000000;2000;6.7;2.35;0
2433;97;Color;107;26284475;Comedy;;;;;;;;17000000;2015;5.7;2.35;0
2434;54;Color;91;16702864;Comedy;Crime;;;;;;;18000000;2004;5.2;1.85;591
2435;99;Color;125;15561627;Drama;;;;;;;;18000000;2001;7.5;2.35;0
2436;412;Color;122;17750583;Biography;Drama;;;;;;;30000000;2015;7.2;2.35;23000
2437;107;Color;102;14793904;Comedy;Romance;;;;;;;18000000;2009;5.3;1.85;0
2438;192;Color;90;15281286;Comedy;Drama;Romance;;;;;;18000000;2009;6.5;1.85;0
2439;25;Color;98;8000000;Action;Adventure;Western;;;;;;18000000;1981;5.0;2.35;346
2440;104;Color;109;13491653;Drama;Thriller;;;;;;;18000000;2001;6.1;2.35;813
2441;120;Color;107;;Mystery;Thriller;;;;;;;18000000;1981;7.4;2.35;2000
2442;146;Color;90;10494494;Action;Crime;Thriller;;;;;;18000000;2013;4.4;2.35;4000
2443;124;Color;112;7837632;Drama;;;;;;;;18000000;1997;7.5;1.85;0
2444;107;Color;94;15155772;Comedy;Drama;Romance;;;;;;18000000;2014;5.7;2.35;3000
2445;11;Color;105;8508843;Adventure;Comedy;;;;;;;18000000;1989;5.5;1.37;0
2446;93;Color;104;7739049;Comedy;Drama;Romance;;;;;;18000000;2004;7.1;1.85;562
2447;38;Color;112;6734844;Drama;Romance;;;;;;;17000000;1986;5.9;1.85;0
2448;60;Color;108;6000000;Action;Adventure;Fantasy;;;;;;18000000;1981;6.7;2.35;0
2449;184;Color;112;6615578;Biography;Drama;Romance;;;;;;13000000;2009;7.0;2.35;0
2450;148; Black and White;127;5887457;Biography;Comedy;Drama;;;;;;18000000;1994;7.9;1.85;0
2451;217;Color;111;13362308;Drama;;;;;;;;18000000;2013;6.9;2.35;0
2452;160;Color;126;5701643;Adventure;Biography;Drama;History;War;;;;20000000;2007;7.3;2.35;0
2453;209;Color;114;5694401;Action;Crime;Thriller;;;;;;18000000;2008;7.3;2.35;12000
2454;40;Color;99;5333658;Action;Sci-Fi;;;;;;;20000000;1982;3.5;1.85;0
2455;85;Color;150;4414535;Drama;;;;;;;;18000000;1996;7.8;2.2;0
2456;83;Color;117;4806750;Biography;Drama;Music;Romance;;;;;;2009;7.4;1.85;0
2457;263;Color;112;3707794;Adventure;Drama;Sci-Fi;Thriller;;;;;18000000;2016;6.7;2.35;0
2458;128;Color;108;3203044;Comedy;Romance;;;;;;;18000000;2003;6.4;2.35;827
2459;186;Color;116;4435083;Biography;Drama;Romance;War;;;;;18000000;2013;7.1;2.35;18000
2460;14;;60;;Drama;Mystery;;;;;;;;;6.7;;0
2461;292; Black and White;144;2222647;Drama;Mystery;;;;;;;12000000;2009;7.8;1.85;0
2462;15;Color;92;;Horror;;;;;;;;;2016;4.0;;378
2463;70;Color;93;3500000;Action;Horror;Romance;Sci-Fi;Thriller;;;;2700000;1986;5.9;1.85;0
2464;79;Color;103;676698;Crime;Drama;Mystery;Thriller;;;;;18000000;2002;7.2;1.85;2000
2465;103;Color;93;3419967;Music;;;;;;;;;2013;7.2;2.35;19000
2466;97;Color;98;;Crime;Drama;Thriller;;;;;;18000000;2008;5.1;2.35;1000
2467;108;Color;334;145118;Biography;Crime;Drama;Thriller;;;;;;;7.7;2.35;0
2468;59;Color;114;;Thriller;;;;;;;;18000000;2009;5.5;2.35;342
2469;10;Color;121;229311;Action;Drama;History;Romance;War;Western;;;11350000;1999;6.2;2.35;271
2470;184;Color;87;;Horror;;;;;;;;3500000;1985;7.2;1.85;3000
2471;23;Color;92;;Action;Crime;Drama;Thriller;;;;;18000000;2016;5.2;;0
2472;112;Color;105;63260;Action;Animation;Sci-Fi;Thriller;;;;;14000000;2006;6.7;2.35;0
2473;45;Color;90;;Drama;Western;;;;;;;11000000;2015;6.3;2.35;0
2474;59;Color;89;;Action;Adventure;Fantasy;;;;;;17900000;1985;5.0;2.35;0
2475;195;Color;114;;Drama;Horror;Mystery;Thriller;;;;;14000000;2012;6.2;2.35;10000
2476;256;Color;119;121463226;Comedy;;;;;;;;20000000;2007;7.6;1.85;0
2477;44;Color;103;90485233;Comedy;Crime;Drama;;;;;;;2009;4.1;1.85;804
2478;59;Color;91;;Action;Horror;;;;;;;18000000;2014;5.3;2.35;0
2479;97;Color;98;58006147;Drama;Music;Musical;Romance;;;;;23000000;2008;6.2;1.85;0
2480;142;Color;80;51053787;Action;Animation;Comedy;Crime;Family;;;;17500000;2005;6.5;1.85;0
2481;187;Color;121;23472900;Drama;History;War;;;;;;17500000;2004;8.1;2.35;12000
2482;193;Color;94;39687528;Action;Crime;Drama;Thriller;;;;;24000000;2007;6.3;2.35;0
2483;40;Color;93;7017178;Drama;Family;Music;Musical;;;;;17500000;2013;4.4;2.35;0
2484;46;Color;93;;Action;Thriller;;;;;;;18000000;2014;4.6;2.35;0
2485;38;Color;116;325491;Crime;Drama;Thriller;;;;;;17500000;2002;6.0;1.85;204
2486;239;Color;101;96471845;Fantasy;Horror;Thriller;;;;;;17000000;2001;7.6;1.85;20000
2487;250;Color;154;85200000;Action;Adventure;Sci-Fi;;;;;;18500000;1986;8.4;1.85;18000
2488;82;Color;170;72000000;Drama;Family;Musical;Romance;;;;;17000000;1964;7.9;2.2;0
2489;140;Color;99;72219395;Horror;Mystery;Thriller;;;;;;17000000;1997;5.6;2.35;0
2490;129;Color;104;82389560;Comedy;;;;;;;;17000000;2014;6.5;1.85;14000
2491;285;Color;126;71502303;Adventure;Comedy;Drama;Romance;;;;;12000000;2004;7.5;1.85;0
2492;91;Color;110;19179969;Comedy;;;;;;;;17500000;2006;6.3;2.35;0
2493;318;Color;101;47000000;Horror;Thriller;;;;;;;300000;1978;7.9;2.35;12000
2494;283; Black and White;80;84961;Action;Adventure;History;;;;;;31000000;2002;7.9;2.35;0
2495;52;Color;87;37566230;Comedy;Drama;Family;Fantasy;Sci-Fi;;;;17000000;2003;5.1;1.85;309
2496;56;Color;123;70492685;Comedy;Drama;;;;;;;17000000;2013;6.7;2.35;7000
2497;186;Color;109;35635046;Action;Crime;Drama;Thriller;;;;;17000000;2006;6.7;2.35;3000
2498;178;Color;90;45670855;Horror;Mystery;;;;;;;20000000;2010;5.6;1.85;12000
2499;140;Color;96;37939782;Comedy;Romance;;;;;;;17000000;2002;5.6;1.85;2000
2500;469;Color;125;172051787;Action;Adventure;Sci-Fi;;;;;;170000000;2010;6.8;2.35;30000
2501;63;Color;82;30324946;Comedy;Music;Romance;;;;;;17000000;1998;6.2;1.85;0
2502;148;Color;86;27854896;Drama;Fantasy;Romance;;;;;;17000000;2011;5.6;2.35;16000
2503;265;Color;108;41777564;Horror;;;;;;;;15000000;2006;6.4;2.35;0
2504;75;Color;98;22734486;Comedy;;;;;;;;17000000;2003;5.6;2.35;320
2505;113;Color;129;44469602;Biography;Drama;Sport;;;;;;17000000;2015;7.4;2.35;21000
2506;62;Color;99;24708699;Comedy;;;;;;;;;2010;4.9;2.35;0
2507;54;Color;105;21160089;Comedy;Crime;Drama;Music;Romance;;;;;2006;6.0;2.35;874
2508;223;Color;112;64998368;Comedy;Music;Romance;;;;;;17000000;2012;7.2;1.85;36000
2509;50;Color;108;19693891;Comedy;Drama;Romance;Sport;;;;;34000000;2001;4.9;1.85;476
2510;125;Color;121;16311763;Crime;Drama;Thriller;;;;;;17000000;1998;7.5;1.85;0
2511;81;Color;89;12693621;Horror;Mystery;Thriller;;;;;;17000000;2002;4.8;2.35;814
2512;37;Color;89;15655665;Comedy;Romance;;;;;;;4000000;2006;3.1;1.33;110
2513;44;Color;73;11634458;Adventure;Comedy;Family;Fantasy;Musical;;;;17000000;1999;5.8;1.85;339
2514;197;Color;132;27154426;Crime;Drama;Thriller;;;;;;17000000;2009;6.7;2.35;4000
2515;15;Color;154;;Action;Adventure;Drama;History;War;;;;9000000;1963;6.8;2.2;419
2516;543;Color;96;54239856;Horror;;;;;;;;17000000;2013;6.5;2.35;70000
2517;112;Color;98;8662318;Comedy;Romance;;;;;;;17000000;2009;5.9;1.85;0
2518;153;Color;107;7156725;Comedy;Music;;;;;;;19000000;2006;5.5;1.85;300
2519;94;Color;134;15681020;Action;Adventure;Family;Sci-Fi;;;;;17000000;1987;3.6;2.35;1000
2520;62;Color;94;7070459;Drama;;;;;;;;;2007;3.3;1.85;238
2521;157;Color;122;6855137;Action;Crime;Drama;Thriller;;;;;17000000;2006;7.4;2.35;0
2522;35;Color;128;2694071;Biography;Drama;Romance;Sport;;;;;;2004;6.7;2.35;352
2523;21;Color;97;2315683;Adventure;Crime;Drama;Romance;;;;;17000000;1986;3.0;1.85;154
2524;236;Color;110;39825798;Drama;Mystery;Romance;Thriller;;;;;16000000;2006;7.6;1.85;15000
2525;50;Color;102;2000000;Adventure;Horror;Thriller;;;;;;17000000;1981;6.4;2.35;0
2526;106;Color;98;1569918;Biography;Crime;Drama;Thriller;;;;;17000000;2003;6.9;2.35;0
2527;106;Color;120;106869;Crime;Drama;Romance;Thriller;;;;;17000000;2014;6.6;;0
2528;173;Color;160;273420;Comedy;Mystery;Sci-Fi;Thriller;;;;;17000000;2006;5.5;2.35;0
2529;41;Color;80;;Adventure;Animation;Family;Fantasy;;;;;11000000;2008;6.6;;0
2530;41;Color;91;;Sci-Fi;;;;;;;;17000000;1977;5.2;2.35;903
2531;145;Color;83;4930798;Horror;Thriller;;;;;;;17000000;2012;4.1;2.35;0
2532;31;Color;102;59847242;Comedy;Drama;Family;Romance;;;;;16500000;1991;6.8;1.85;0
2533;105;Color;122;220914;Biography;Drama;Romance;;;;;;16800000;2006;6.5;1.85;0
2534;236;Color;110;39825798;Drama;Mystery;Romance;Thriller;;;;;16000000;2006;7.6;1.85;15000
2535;114;Color;126;43848100;Crime;Drama;;;;;;;15000000;1987;7.4;1.85;0
2536;69;Color;136;42700000;Drama;Romance;;;;;;;16500000;1995;7.7;1.85;0
2537;150;Color;120;18663911;Biography;Drama;Romance;;;;;;16500000;2007;7.1;2.35;0
2538;72;Color;108;11702090;Comedy;Romance;;;;;;;16500000;2007;6.3;2.35;0
2539;158;Color;126;13005485;Drama;;;;;;;;15000000;2003;7.6;1.85;0
2540;96;Color;128;95860116;Comedy;Drama;;;;;;;16400000;1989;8.0;1.85;23000
2541;84;Color;113;127175354;Comedy;;;;;;;;16000000;1994;7.3;1.85;0
2542;114;Color;89;92823600;Comedy;Drama;Romance;;;;;;16000000;1989;7.6;1.85;0
2543;79;Color;129;54000000;Drama;;;;;;;;16000000;1982;7.8;1.85;0
2544;103;Color;94;68525609;Comedy;;;;;;;;15600000;2000;6.5;1.85;0
2545;67;Color;106;52885587;Comedy;Drama;Romance;Sport;;;;;16000000;1999;6.4;1.85;0
2546;576; Black and White;100;44667095;Comedy;Drama;Romance;;;;;;15000000;2011;8.0;1.33;30000
2547;178;Color;89;42638165;Drama;Fantasy;Horror;Mystery;Thriller;;;;16000000;2009;4.8;2.35;0
2548;487;Color;94;45507053;Adventure;Comedy;Drama;Romance;;;;;16000000;2012;7.8;1.85;71000
2549;196;Color;83;39511038;Horror;;;;;;;;16000000;2006;5.9;1.85;0
2550;24;Color;111;6462576;Drama;;;;;;;;18500000;2016;5.4;2.35;0
2551;56;Color;80;40363530;Comedy;Family;;;;;;;16000000;2002;3.3;1.85;1000
2552;406;Color;112;37623143;Drama;Fantasy;War;;;;;;13500000;2006;8.2;1.85;27000
2553;3;Color;60;;Drama;Fantasy;Mystery;Thriller;;;;;;;6.6;16.0;0
2554;51;Color;94;33357476;Action;Comedy;Crime;Family;;;;;35000000;2001;5.4;1.85;393
2555;41; Black and White;130;28734552;Crime;Drama;Romance;Thriller;;;;;16000000;2001;6.4;1.85;1000
2556;138;Color;91;37300107;Drama;Horror;Thriller;;;;;;16000000;2011;4.8;2.35;0
2557;78;Color;91;27087695;Adventure;Comedy;Drama;;;;;;17700000;2001;5.9;1.85;0
2558;40;Color;110;30102717;Action;Crime;;;;;;;15000000;1991;5.5;1.85;0
2559;285;Color;121;23618786;Action;Comedy;Mystery;;;;;;8000000;2007;7.9;2.35;17000
2560;124;Color;114;26896744;Comedy;Drama;;;;;;;16500000;2008;4.9;1.85;0
2561;275;Color;96;23213577;Drama;Romance;;;;;;;15500000;2008;7.2;1.85;14000
2562;34;Color;270;;Action;Adventure;Drama;Romance;War;;;;25000000;2007;6.6;2.35;0
2563;81;Color;100;55461307;Comedy;;;;;;;;20000000;2016;6.7;;18000
2564;67;Color;94;20627372;Comedy;Drama;Romance;;;;;;16000000;2000;5.3;1.85;487
2565;103;Color;109;16346122;Drama;;;;;;;;16000000;2002;7.2;1.85;0
2566;300;Color;107;16204793;Comedy;Fantasy;Horror;;;;;;16000000;2009;5.1;1.85;6000
2567;84;Color;96;15427192;Comedy;Crime;Mystery;;;;;;16000000;2000;5.6;1.85;492
2568;64;Color;88;14792779;Comedy;;;;;;;;16000000;1987;7.6;1.85;0
2569;169;Color;110;13998282;Action;Drama;Fantasy;Mystery;Thriller;;;;16000000;2014;3.1;2.35;31000
2570;158;Color;113;19057024;Drama;Romance;;;;;;;16000000;2010;7.2;1.85;24000
2571;46;Color;101;14108518;Comedy;Drama;Romance;;;;;;16000000;2003;5.7;1.85;371
2572;15;Color;105;13854000;Comedy;Romance;Sci-Fi;;;;;;20000000;1988;5.2;1.85;818
2573;68;Color;125;77324422;Drama;;;;;;;;26000000;1993;7.7;1.85;0
2574;111;Color;100;15500000;Mystery;Sci-Fi;Thriller;;;;;;16000000;1999;7.0;2.35;0
2575;21;Color;97;11540112;Comedy;;;;;;;;;2004;3.6;1.85;177
2576;42;Color;108;;Action;Drama;Sci-Fi;Thriller;;;;;16000000;1979;4.9;2.35;392
2577;65;Color;112;4734235;Comedy;Drama;Music;;;;;;15000000;2000;6.0;1.85;573
2578;109;Color;112;4839383;Comedy;Romance;;;;;;;16000000;2002;6.6;1.85;762
2579;42;Color;95;4193025;Comedy;Music;;;;;;;15000000;1999;6.8;2.35;0
2580;112;Color;110;5900000;Action;Adventure;Fantasy;;;;;;16000000;1986;7.2;1.85;0
2581;146;Color;118;2849142;Drama;;;;;;;;16000000;2007;7.2;2.35;0
2582;36;Color;97;1686429;Action;Crime;Sci-Fi;;;;;;16000000;1997;2.8;1.85;0
2583;230;Color;120;1984743;Drama;Romance;;;;;;;16000000;2013;6.6;2.35;0
2584;64;Color;135;1666262;Drama;History;Romance;War;;;;;16000000;2005;6.7;1.66;356
2585;393;Color;101;2319187;Crime;Drama;Mystery;Thriller;;;;;20000000;2013;7.0;2.35;23000
2586;75;Color;92;13922211;Comedy;;;;;;;;16000000;2004;4.4;1.85;0
2587;78;Color;106;;Comedy;Romance;;;;;;;11000000;2008;7.1;2.35;3000
2588;67;Color;92;23091;Drama;Romance;War;;;;;;15000000;2008;6.2;2.35;921
2589;216;Color;161;336467;Drama;Fantasy;;;;;;;13000000;2009;7.3;2.35;23000
2590;54;Color;92;2964;Comedy;Horror;Romance;;;;;;16000000;2012;5.1;1.78;0
2591;84;Color;93;;Drama;Family;;;;;;;16000000;2009;8.1;1.85;115000
2592;69;Color;110;;Crime;Drama;Thriller;;;;;;16000000;2013;6.7;2.35;0
2593;208;Color;122;2428883;Drama;Western;;;;;;;16000000;2014;6.6;2.35;0
2594;32;Color;91;13571817;Comedy;Drama;Romance;Sport;;;;;15600000;2002;4.5;1.85;939
2595;20;Color;45;;Comedy;Crime;Drama;;;;;;34000000;;8.1;16.0;16000
2596;78;Color;115;1554566;Drama;War;;;;;;;;2002;6.6;1.66;824
2597;21;Color;94;508867;Drama;Sport;;;;;;;;2001;6.5;2.35;282
2598;40;Color;93;1181197;Drama;Mystery;Thriller;;;;;;15500000;2005;5.9;1.85;191
2599;40;Color;94;81525;Action;Comedy;Crime;Drama;Thriller;;;;15300000;2001;6.6;2.35;0
2600;251;Color;95;7774730;Comedy;Horror;Sci-Fi;;;;;;15500000;2006;6.5;1.85;0
2601;94;Color;105;234760500;Action;Comedy;Crime;;;;;;14000000;1984;7.3;1.85;0
2602;102;Color;103;285761243;Comedy;Family;;;;;;;18000000;1990;7.5;1.85;20000
2603;21;Color;102;167780960;Comedy;Drama;Family;;;;;;11000000;1987;5.9;1.85;3000
